Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,42%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,30%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,32%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,25%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,24%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,33%,medium,
,,,,,,,,,,,,,,,,,,,,,,15%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,13%,medium,
,,,,,,,,,,,,,,,,,,,,,,18%,medium,
,,,,,,,,,,,,,,,,,,,,,,27%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,37%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,15%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,19%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,19%,medium,
,,,,,,,,,,,,,,,,,,,,,,39%,medium,
,,,,,,,,,,,,,,,,,,,,,,41%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,38%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,high,
,,,,,,,,,,,,,,,,,,,,,,19%,high,
,,,,,,,,,,,,,,,,,,,,,,56%,high,
,,,,,,,,,,,,,,,,,,,,,,21%,high,
,,,,,,,,,,,,,,,,,,,,,,83%,high,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,74%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,high,
,,,,,,,,,,,,,,,,,,,,,,85%,high,
,,,,,,,,,,,,,,,,,,,,,,93%,high,
,,,,,,,,,,,,,,,,,,,,,,76%,high,
,,,,,,,,,,,,,,,,,,,,,,91%,high,
,,,,,,,,,,,,,,,,,,,,,,22%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,high,
,,,,,,,,,,,,,,,,,,,,,,72%,high,
,,,,,,,,,,,,,,,,,,,,,,36%,high,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,52%,high,
,,,,,,,,,,,,,,,,,,,,,,16%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,22%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,high,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,14%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,high,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,high,
,,,,,,,,,,,,,,,,,,,,,,28%,high,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,15%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,high,
,,,,,,,,,,,,,,,,,,,,,,14%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,41%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,29%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,28%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,high,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,high,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,high,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,13%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,high,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,38%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,high,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,high,
,,,,,,,,,,,,,,,,,,,,,,27%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,47%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,12%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,26%,high,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,43%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,high,
,,,,,,,,,,,,,,,,,,,,,,100%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,medium,
,,,,,,,,,,,,,,,,,,,,,,47%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,high,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
